Timestamp,Building,SupplyTemp,ReturnTemp,SupplyTempReturnTempDerivation,OutsideTemp,SetbackActive,Slope_20min,DropFromPeak_4h,TempFallFlag
2024-11-02 04:00:00+00:00,Building 3,25.5,24.75,0.75,6.5,0.0,-0.023161654135338373,2.5599999999999987,0
2024-11-02 04:10:00+00:00,Building 3,26.69,25.81,0.8800000000000026,6.4,0.0,0.0551879699248121,1.3699999999999974,0
2024-11-02 04:30:00+00:00,Building 3,27.81,25.19,2.6199999999999974,5.9,0.0,0.05599999999999989,0.25,0
2024-11-02 04:40:00+00:00,Building 3,36.19,29.19,6.9999999999999964,5.9,1.0,0.4763984962406013,0.0,0
2024-11-02 04:50:00+00:00,Building 3,40.31,33.44,6.8700000000000045,5.6,1.0,0.6089849624060155,0.0,0
2024-11-02 05:00:00+00:00,Building 3,39.44,36.88,2.559999999999995,5.7,1.0,0.14374060150375945,0.8700000000000045,0
2024-11-02 05:10:00+00:00,Building 3,36.44,35.0,1.4399999999999977,5.6,1.0,-0.2015075187969927,3.8700000000000045,0
2024-11-02 05:30:00+00:00,Building 3,39.69,34.88,4.809999999999995,5.6,1.0,0.16249999999999998,0.6200000000000045,0
2024-11-02 05:40:00+00:00,Building 3,37.06,35.56,1.5,5.6,1.0,-0.06624624060150357,3.25,0
2024-11-02 05:50:00+00:00,Building 3,40.0,36.12,3.8800000000000026,5.8,1.0,0.03643984962406026,0.3100000000000023,0
2024-11-02 06:00:00+00:00,Building 3,37.25,35.31,1.9399999999999977,5.9,1.0,-0.011890977443609155,3.0600000000000023,0
2024-11-02 06:20:00+00:00,Building 3,37.38,36.06,1.3200000000000003,5.8,1.0,0.006500000000000046,2.9299999999999997,0
2024-11-02 06:40:00+00:00,Building 3,39.81,35.69,4.1200000000000045,6.0,1.0,0.12150000000000011,0.5,0
2024-11-02 06:50:00+00:00,Building 3,37.94,36.06,1.8799999999999955,6.2,1.0,-0.04434774436090258,2.3700000000000045,0
2024-11-02 07:10:00+00:00,Building 3,38.12,36.12,2.0,6.2,1.0,0.008999999999999815,2.190000000000005,0
2024-11-02 07:20:00+00:00,Building 3,40.0,34.94,5.060000000000002,6.3,1.0,0.10522932330827096,0.3100000000000023,0
2024-11-02 07:30:00+00:00,Building 3,36.81,35.5,1.3100000000000023,6.2,1.0,-0.08456015037593957,3.5,0
2024-11-02 07:40:00+00:00,Building 3,40.38,34.88,5.5,6.5,1.0,0.04441353383458667,0.0,0
2024-11-02 07:50:00+00:00,Building 3,36.5,35.12,1.3800000000000026,6.5,1.0,-0.04350751879699258,3.8800000000000026,0
2024-11-02 08:00:00+00:00,Building 3,38.44,35.62,2.8200000000000003,6.8,1.0,-0.07512030075188002,1.9400000000000048,0
2024-11-02 08:30:00+00:00,Building 3,39.88,34.62,5.260000000000005,6.9,1.0,0.0480000000000002,0.5,0
2024-11-02 08:40:00+00:00,Building 3,36.38,35.0,1.3800000000000026,7.0,1.0,-0.16596240601503753,4.0,0
2024-11-02 09:00:00+00:00,Building 3,37.25,34.31,2.9399999999999977,7.3,1.0,0.043499999999999865,3.1300000000000026,0
2024-11-02 09:20:00+00:00,Building 3,39.25,34.06,5.189999999999998,7.6,1.0,0.09999999999999998,1.1300000000000026,0
2024-11-02 09:30:00+00:00,Building 3,36.38,34.94,1.4400000000000048,7.6,1.0,-0.10804887218045109,4.0,0
2024-11-02 10:00:00+00:00,Building 3,37.31,35.19,2.1200000000000045,7.7,1.0,0.031000000000000014,3.0700000000000003,0
2024-11-02 10:20:00+00:00,Building 3,37.38,34.69,2.690000000000005,7.8,1.0,0.0034999999999999316,3.0,0
2024-11-02 10:30:00+00:00,Building 3,36.69,34.88,1.8099999999999952,7.8,1.0,-0.03547556390977462,3.690000000000005,0
2024-11-02 10:50:00+00:00,Building 3,35.69,34.12,1.5700000000000003,7.8,1.0,-0.05000000000000006,4.690000000000005,1
2024-11-02 11:00:00+00:00,Building 3,37.5,34.25,3.25,7.8,1.0,0.07418421052631594,2.8800000000000026,0
2024-11-02 11:40:00+00:00,Building 3,36.12,33.0,3.1199999999999974,7.8,1.0,-0.03450000000000012,3.872000000000007,0
2024-11-02 11:50:00+00:00,Building 3,36.06,34.56,1.5,7.9,1.0,-0.01917857142857117,3.8200000000000003,0
2024-11-02 12:00:00+00:00,Building 3,39.0,34.0,5.0,7.9,1.0,0.15527819548872202,0.8800000000000026,0
2024-11-02 12:10:00+00:00,Building 3,35.12,33.75,1.3699999999999974,7.9,1.0,-0.0726390977443611,4.760000000000005,0
2024-11-02 12:20:00+00:00,Building 3,36.75,34.69,2.0600000000000023,8.0,1.0,-0.09178571428571432,3.1300000000000026,0
2024-11-02 12:40:00+00:00,Building 3,35.69,34.38,1.3099999999999952,7.9,1.0,-0.05300000000000017,3.5600000000000023,0
2024-11-02 12:50:00+00:00,Building 3,38.31,34.56,3.75,8.1,1.0,0.11634210526315808,0.9399999999999977,0
2024-11-02 13:00:00+00:00,Building 3,35.19,33.94,1.25,8.1,1.0,-0.0465789473684211,4.060000000000002,0
2024-11-02 13:20:00+00:00,Building 3,36.69,33.62,3.0700000000000003,8.1,1.0,0.07499999999999997,2.3100000000000023,0
2024-11-02 13:30:00+00:00,Building 3,36.44,34.94,1.5,8.1,1.0,0.02124060150375935,2.5600000000000023,0
2024-11-02 13:40:00+00:00,Building 3,38.69,33.69,5.0,8.2,1.0,0.10939849624060148,0.3100000000000023,0
2024-11-02 13:50:00+00:00,Building 3,36.0,34.69,1.3100000000000023,8.2,1.0,-0.0405714285714285,3.0,0
2024-11-02 14:00:00+00:00,Building 3,39.0,34.25,4.75,8.3,1.0,0.03689097744360914,0.0,0
2024-11-02 14:10:00+00:00,Building 3,35.56,34.25,1.3100000000000023,8.4,1.0,-0.04621052631578931,3.4399999999999977,0
2024-11-02 14:30:00+00:00,Building 3,35.56,33.75,1.8100000000000023,8.3,1.0,1.834302381936964e-31,3.4399999999999977,0
2024-11-02 14:50:00+00:00,Building 3,36.44,34.19,2.25,8.3,1.0,0.04399999999999982,2.5600000000000023,0
2024-11-02 15:00:00+00:00,Building 3,36.12,34.06,2.059999999999995,8.4,1.0,0.0031428571428570675,2.8800000000000026,0
2024-11-02 15:10:00+00:00,Building 3,36.62,33.56,3.059999999999995,8.2,1.0,0.012082706766917277,2.3800000000000026,0
2024-11-02 15:20:00+00:00,Building 3,36.81,34.38,2.4299999999999997,8.2,1.0,0.03333458646616568,2.1899999999999977,0
2024-11-02 15:30:00+00:00,Building 3,38.44,34.25,4.189999999999998,8.2,1.0,0.09641353383458652,0.5600000000000023,0
2024-11-02 15:40:00+00:00,Building 3,36.44,34.62,1.8200000000000003,8.1,1.0,-0.03214661654135356,2.5600000000000023,0
2024-11-02 15:50:00+00:00,Building 3,36.06,34.06,2.0,8.1,1.0,-0.11290977443609003,2.9399999999999977,0
2024-11-02 16:00:00+00:00,Building 3,38.38,33.44,4.940000000000005,8.1,1.0,0.1071503759398499,0.6199999999999974,0
2024-11-02 16:10:00+00:00,Building 3,35.38,34.12,1.2600000000000051,8.1,1.0,-0.05400000000000001,3.6199999999999974,0
2024-11-02 16:20:00+00:00,Building 3,37.19,35.06,2.1299999999999955,8.0,1.0,-0.04141729323308295,1.8100000000000023,0
2024-11-02 16:30:00+00:00,Building 3,38.38,33.94,4.440000000000005,8.1,1.0,0.14766917293233084,0.6199999999999974,0
2024-11-02 16:40:00+00:00,Building 3,36.0,34.69,1.3100000000000023,8.1,1.0,-0.07292105263157887,3.0,0
2024-11-02 16:50:00+00:00,Building 3,38.5,34.81,3.6899999999999977,7.7,1.0,0.02434586466165401,0.5,0
2024-11-02 17:00:00+00:00,Building 3,36.25,34.0,2.25,7.6,1.0,-0.005357142857142825,2.75,0
2024-11-02 17:10:00+00:00,Building 3,36.94,35.25,1.6899999999999977,7.6,1.0,-0.06694736842105276,2.0600000000000023,0
2024-11-02 17:20:00+00:00,Building 3,39.25,34.12,5.130000000000003,7.6,1.0,0.15609022556390978,0.0,0
2024-11-02 17:30:00+00:00,Building 3,36.12,34.75,1.3699999999999974,7.5,1.0,-0.061451127819548965,3.1300000000000026,0
2024-11-02 17:40:00+00:00,Building 3,38.62,34.81,3.809999999999995,7.5,1.0,-0.010334586466165504,0.6300000000000026,0
